02178,Belmont,Massachusetts,MA,Middlesex,42.4464,-71.4594,
28261,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28262,Charlotte,North Carolina,NC,Mecklenburg,35.3183,-80.7476,
28263,Charlotte,North Carolina,NC,,35.2268,-80.8432,
28265,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28266,Charlotte,North Carolina,NC,Mecklenburg,35.2845,-80.8582,
28269,Charlotte,North Carolina,NC,Mecklenburg,35.2886,-80.8209,
28270,Charlotte,North Carolina,NC,Mecklenburg,35.1355,-80.7669,
28271,Charlotte,North Carolina,NC,,35.216,-80.8358,
28272,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28273,Charlotte,North Carolina,NC,Mecklenburg,35.1287,-80.9338,
28274,Charlotte,North Carolina,NC,Mecklenburg,35.1879,-80.8317,
28275,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28277,Charlotte,North Carolina,NC,Mecklenburg,35.0552,-80.8195,
28278,Charlotte,North Carolina,NC,Mecklenburg,35.2072,-80.9568,
28280,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28281,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28282,Charlotte,North Carolina,NC,Mecklenburg,35.2242,-80.8447,
28283,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28284,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28285,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28286,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28287,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28288,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28289,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28290,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28294,Charlotte,North Carolina,NC,,35.1976,-80.8345,
28296,Charlotte,North Carolina,NC,Mecklenburg,35.2252,-80.8458,
28297,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28299,Charlotte,North Carolina,NC,Mecklenburg,35.26,-80.8042,
28301,Fayetteville,North Carolina,NC,Cumberland,35.0743,-78.8836,
28302,Fayetteville,North Carolina,NC,Cumberland,35.0343,-78.9088,
28303,Fayetteville,North Carolina,NC,Cumberland,35.0742,-78.965,
28304,Fayetteville,North Carolina,NC,Cumberland,35.0257,-78.9705,
28305,Fayetteville,North Carolina,NC,Cumberland,35.056,-78.9047,
28306,Fayetteville,North Carolina,NC,Cumberland,35.0019,-78.9364,
28307,Fort Bragg,North Carolina,NC,Cumberland,35.1416,-79.0025,
28308,Pope A F B,North Carolina,NC,Cumberland,35.1734,-79.0138,
28309,Fayetteville,North Carolina,NC,Cumberland,35.0397,-78.8429,
28310,Fort Bragg,North Carolina,NC,Cumberland,35.0506,-78.8038,
28311,Fayetteville,North Carolina,NC,Cumberland,35.1294,-78.8982,
28312,Fayetteville,North Carolina,NC,Cumberland,34.9549,-78.7408,
28314,Fayetteville,North Carolina,NC,Cumberland,35.0583,-79.008,
28315,Aberdeen,North Carolina,NC,Moore,35.1216,-79.445,
28318,Autryville,North Carolina,NC,Sampson,35.0997,-78.6021,
28319,Barnesville,North Carolina,NC,Robeson,34.5954,-79.1971,
28320,Bladenboro,North Carolina,NC,Bladen,34.5658,-78.7793,
28323,Bunnlevel,North Carolina,NC,Harnett,35.3119,-78.8405,
28324,Butters,North Carolina,NC,,34.5601,-78.8485,
28325,Calypso,North Carolina,NC,Duplin,35.1419,-78.0992,
28326,Cameron,North Carolina,NC,Moore,35.3106,-79.3472,
28327,Carthage,North Carolina,NC,Moore,35.3061,-79.3969,
28328,Clinton,North Carolina,NC,Sampson,35.0151,-78.326,
28329,Clinton,North Carolina,NC,Sampson,34.994,-78.2777,
28330,Cordova,North Carolina,NC,Richmond,34.9744,-79.7985,
28331,Cumberland,North Carolina,NC,Cumberland,35.1509,-78.9158,
28332,Dublin,North Carolina,NC,Bladen,34.6437,-78.7374,
28333,Dudley,North Carolina,NC,Wayne,35.2926,-78.0273,
28334,Dunn,North Carolina,NC,Harnett,35.3165,-78.6151,
28335,Dunn,North Carolina,NC,Harnett,35.3508,-78.6254,
28337,Elizabethtown,North Carolina,NC,Bladen,34.6471,-78.5747,
28338,Ellerbe,North Carolina,NC,Richmond,35.0914,-79.7524,
28339,Erwin,North Carolina,NC,Harnett,35.3287,-78.6859,
28340,Fairmont,North Carolina,NC,Robeson,34.472,-79.1407,
28341,Faison,North Carolina,NC,Duplin,35.1199,-78.118,
28342,Falcon,North Carolina,NC,Cumberland,35.2106,-78.6496,
28343,Gibson,North Carolina,NC,Scotland,34.7549,-79.5839,
28344,Godwin,North Carolina,NC,Cumberland,35.1969,-78.6625,
28345,Hamlet,North Carolina,NC,Richmond,34.8894,-79.7022,
28347,Hoffman,North Carolina,NC,Richmond,35.0326,-79.56,
28348,Hope Mills,North Carolina,NC,Cumberland,34.9536,-78.9354,
28349,Kenansville,North Carolina,NC,Duplin,35.0152,-77.8969,
28350,Lakeview,North Carolina,NC,Moore,35.2306,-79.3157,
28351,Laurel Hill,North Carolina,NC,Scotland,34.8238,-79.5491,
28352,Laurinburg,North Carolina,NC,Scotland,34.7599,-79.4673,
28353,Laurinburg,North Carolina,NC,Scotland,34.7818,-79.4824,
28355,Lemon Springs,North Carolina,NC,Lee,35.4676,-79.1653,
28356,Linden,North Carolina,NC,Cumberland,35.2276,-78.8004,
28357,Lumber Bridge,North Carolina,NC,Robeson,34.8762,-79.0664,
28358,Lumberton,North Carolina,NC,Robeson,34.6293,-79.0083,
28359,Lumberton,North Carolina,NC,Robeson,34.6077,-79.0144,
28360,Lumberton,North Carolina,NC,Robeson,34.6697,-79.1084,
28361,Mccain,North Carolina,NC,Hoke,35.0236,-79.2468,
28362,Marietta,North Carolina,NC,Robeson,34.3791,-79.1279,
28363,Marston,North Carolina,NC,Richmond,34.9728,-79.6127,
28364,Maxton,North Carolina,NC,Robeson,34.7334,-79.3097,
28365,Mount Olive,North Carolina,NC,Wayne,35.2109,-78.0983,
28366,Newton Grove,North Carolina,NC,Sampson,35.2301,-78.3594,
28367,Norman,North Carolina,NC,Richmond,35.1627,-79.7379,
28368,Olivia,North Carolina,NC,Harnett,35.3229,-79.1074,
28369,Orrum,North Carolina,NC,Robeson,34.4473,-79.031,
28370,Pinehurst,North Carolina,NC,Moore,35.2162,-79.4524,
28371,Parkton,North Carolina,NC,Robeson,34.9006,-78.9969,
28372,Pembroke,North Carolina,NC,Robeson,34.6902,-79.1834,
28373,Pinebluff,North Carolina,NC,Moore,35.1007,-79.4663,
28374,Pinehurst,North Carolina,NC,Moore,35.1884,-79.4732,
28375,Proctorville,North Carolina,NC,Robeson,34.4713,-79.0414,
28376,Raeford,North Carolina,NC,Hoke,34.989,-79.2228,
28377,Red Springs,North Carolina,NC,Robeson,34.8083,-79.1636,
28378,Rex,North Carolina,NC,Robeson,34.8543,-79.0642,
28379,Rockingham,North Carolina,NC,Richmond,34.9336,-79.7666,
28380,Rockingham,North Carolina,NC,Richmond,34.9942,-79.7673,
28382,Roseboro,North Carolina,NC,Sampson,34.9639,-78.5133,
28383,Rowland,North Carolina,NC,Robeson,34.5887,-79.2618,
28384,Saint Pauls,North Carolina,NC,Robeson,34.801,-78.9731,
28385,Salemburg,North Carolina,NC,Sampson,35.0515,-78.4714,
28386,Shannon,North Carolina,NC,Robeson,34.8988,-79.1806,
28387,Southern Pines,North Carolina,NC,Moore,35.1697,-79.3957,
28388,Southern Pines,North Carolina,NC,Moore,35.2803,-79.4327,
28390,Spring Lake,North Carolina,NC,Cumberland,35.183,-78.9786,
28391,Stedman,North Carolina,NC,Cumberland,35.0347,-78.6949,
28392,Tar Heel,North Carolina,NC,Bladen,34.7465,-78.8134,
28393,Turkey,North Carolina,NC,Sampson,34.9857,-78.2121,
28394,Vass,North Carolina,NC,Moore,35.2171,-79.2562,
28395,Wade,North Carolina,NC,Cumberland,35.1606,-78.7249,
28396,Wagram,North Carolina,NC,Scotland,34.9044,-79.3959,
28397,Wakulla,North Carolina,NC,,34.7925,-79.2553,
28398,Warsaw,North Carolina,NC,Duplin,35.018,-78.031,
28399,White Oak,North Carolina,NC,Bladen,34.7662,-78.7301,
28401,Wilmington,North Carolina,NC,New Hanover,34.2726,-77.9633,
28402,Wilmington,North Carolina,NC,New Hanover,34.3405,-77.9014,
28403,Wilmington,North Carolina,NC,New Hanover,34.2237,-77.8862,
28404,Wilmington,North Carolina,NC,Brunswick,33.9263,-78.0713,
28405,Wilmington,North Carolina,NC,New Hanover,34.2651,-77.867,
28406,Wilmington,North Carolina,NC,New Hanover,34.0881,-77.8526,
28407,Wilmington,North Carolina,NC,New Hanover,34.0881,-77.8526,
28408,Wilmington,North Carolina,NC,New Hanover,34.2127,-77.7922,
28409,Wilmington,North Carolina,NC,New Hanover,34.1663,-77.8723,
28410,Wilmington,North Carolina,NC,New Hanover,34.0881,-77.8526,
28411,Wilmington,North Carolina,NC,New Hanover,34.3033,-77.8039,
28412,Wilmington,North Carolina,NC,New Hanover,34.1572,-77.9141,
28420,Ash,North Carolina,NC,Brunswick,34.0659,-78.5056,
28421,Atkinson,North Carolina,NC,Pender,34.5304,-78.1671,
28422,Bolivia,North Carolina,NC,Brunswick,34.026,-78.1681,
28423,Bolton,North Carolina,NC,Columbus,34.3091,-78.3372,
28424,Brunswick,North Carolina,NC,Columbus,34.2907,-78.6994,
28425,Burgaw,North Carolina,NC,Pender,34.5487,-77.9403,
28428,Carolina Beach,North Carolina,NC,New Hanover,34.0366,-77.8963,
28429,Castle Hayne,North Carolina,NC,New Hanover,34.3236,-77.9108,
28430,Cerro Gordo,North Carolina,NC,Columbus,34.3025,-78.9216,
28431,Chadbourn,North Carolina,NC,Columbus,34.3223,-78.8267,
28432,Clarendon,North Carolina,NC,Columbus,34.1761,-78.7637,
28433,Clarkton,North Carolina,NC,Bladen,34.503,-78.6313,
28434,Council,North Carolina,NC,Bladen,34.429,-78.4115,
28435,Currie,North Carolina,NC,Pender,34.4497,-78.0925,
28436,Delco,North Carolina,NC,Columbus,34.2838,-78.2607,
28438,Evergreen,North Carolina,NC,Columbus,34.4204,-78.8947,
28439,Fair Bluff,North Carolina,NC,Columbus,34.3023,-79.0175,
28441,Garland,North Carolina,NC,Sampson,34.7897,-78.4309,
28442,Hallsboro,North Carolina,NC,Columbus,34.3181,-78.6043,
28443,Hampstead,North Carolina,NC,Pender,34.3879,-77.6628,
28444,Harrells,North Carolina,NC,Sampson,34.6769,-78.243,
28445,Holly Ridge,North Carolina,NC,Onslow,34.528,-77.5147,
28446,Ingold,North Carolina,NC,Sampson,34.8366,-78.3481,
28447,Ivanhoe,North Carolina,NC,Sampson,34.6233,-78.2342,
28448,Kelly,North Carolina,NC,Bladen,34.4591,-78.2942,
28449,Kure Beach,North Carolina,NC,New Hanover,33.9927,-77.9099,
28450,Lake Waccamaw,North Carolina,NC,Columbus,34.3394,-78.5102,
28451,Leland,North Carolina,NC,Brunswick,34.268,-78.0578,
28452,Longwood,North Carolina,NC,Brunswick,33.9973,-78.5541,
28453,Magnolia,North Carolina,NC,Duplin,34.8957,-78.0432,
28454,Maple Hill,North Carolina,NC,Pender,34.6594,-77.7117,
28455,Nakina,North Carolina,NC,Columbus,34.1153,-78.657,
28456,Riegelwood,North Carolina,NC,Columbus,34.3471,-78.2575,
28457,Rocky Point,North Carolina,NC,Pender,34.4344,-77.9234,
28458,Rose Hill,North Carolina,NC,Duplin,34.8235,-78.0166,
28459,Shallotte,North Carolina,NC,Brunswick,33.9334,-78.4129,
28460,Sneads Ferry,North Carolina,NC,Onslow,34.5426,-77.4038,
28461,Southport,North Carolina,NC,Brunswick,33.9654,-78.0359,
28462,Supply,North Carolina,NC,Brunswick,34.0231,-78.2884,
28463,Tabor City,North Carolina,NC,Columbus,34.1233,-78.8232,
28464,Teachey,North Carolina,NC,Duplin,34.77,-78.0221,
28465,Oak Island,North Carolina,NC,Brunswick,33.9161,-78.1255,
28466,Wallace,North Carolina,NC,Duplin,34.7542,-77.9429,
28467,Calabash,North Carolina,NC,Brunswick,33.9047,-78.5744,
28468,Sunset Beach,North Carolina,NC,Brunswick,33.8836,-78.52,
28469,Ocean Isle Beach,North Carolina,NC,Brunswick,33.8913,-78.4298,
28470,Shallotte,North Carolina,NC,Brunswick,33.9637,-78.4064,
28471,Watha,North Carolina,NC,Pender,34.6207,-78.0074,
28472,Whiteville,North Carolina,NC,Columbus,34.3241,-78.716,
28478,Willard,North Carolina,NC,Pender,34.6845,-78.0234,
28479,Winnabow,North Carolina,NC,Brunswick,34.1553,-78.0558,
28480,Wrightsville Beach,North Carolina,NC,New Hanover,34.2228,-77.7932,
28501,Kinston,North Carolina,NC,Lenoir,35.2783,-77.586,
28502,Kinston,North Carolina,NC,Lenoir,35.2886,-77.6626,
28503,Kinston,North Carolina,NC,Lenoir,35.3191,-77.595,
28504,Kinston,North Carolina,NC,Lenoir,35.206,-77.6576,
28508,Albertson,North Carolina,NC,Duplin,35.1176,-77.8515,
28509,Alliance,North Carolina,NC,Pamlico,35.1561,-76.6323,
28510,Arapahoe,North Carolina,NC,Pamlico,35.0055,-76.8149,
28511,Atlantic,North Carolina,NC,Carteret,34.8888,-76.3521,
28512,Atlantic Beach,North Carolina,NC,Carteret,34.7417,-76.7555,
28513,Ayden,North Carolina,NC,Pitt,35.4565,-77.4051,
28515,Bayboro,North Carolina,NC,Pamlico,35.1526,-76.7518,
28516,Beaufort,North Carolina,NC,Carteret,34.758,-76.6228,
28518,Beulaville,North Carolina,NC,Duplin,34.934,-77.7697,
28519,Bridgeton,North Carolina,NC,Craven,35.1295,-77.02,
28520,Cedar Island,North Carolina,NC,Carteret,34.8739,-76.5871,
28521,Chinquapin,North Carolina,NC,Duplin,34.8276,-77.7636,
28522,Comfort,North Carolina,NC,Jones,35.0051,-77.5231,
28523,Cove City,North Carolina,NC,Craven,35.2023,-77.2963,
28524,Davis,North Carolina,NC,Carteret,34.8739,-76.5871,
28525,Deep Run,North Carolina,NC,Lenoir,35.163,-77.6928,
28526,Dover,North Carolina,NC,Craven,35.2554,-77.3646,
28527,Ernul,North Carolina,NC,Craven,35.2547,-77.0502,
28528,Gloucester,North Carolina,NC,Carteret,34.7344,-76.5394,
28529,Grantsboro,North Carolina,NC,Pamlico,35.0668,-76.871,
28530,Grifton,North Carolina,NC,Pitt,35.3757,-77.4193,
28531,Harkers Island,North Carolina,NC,Carteret,34.6966,-76.5583,
28532,Havelock,North Carolina,NC,Craven,34.8968,-76.89,
28533,Cherry Point,North Carolina,NC,Craven,34.9038,-76.9,
28537,Hobucken,North Carolina,NC,Pamlico,35.2518,-76.5696,
28538,Hookerton,North Carolina,NC,Greene,35.438,-77.5656,
28539,Hubert,North Carolina,NC,Onslow,34.6993,-77.2079,
28540,Jacksonville,North Carolina,NC,Onslow,34.7375,-77.4628,
28541,Jacksonville,North Carolina,NC,Onslow,34.6921,-77.3912,
28542,Camp Lejeune,North Carolina,NC,Onslow,34.664,-77.4637,
28543,Tarawa Terrace,North Carolina,NC,Onslow,34.7354,-77.3831,
28544,Midway Park,North Carolina,NC,Onslow,34.727,-77.32,
28545,Mccutcheon Field,North Carolina,NC,Onslow,34.6921,-77.3912,
28546,Jacksonville,North Carolina,NC,Onslow,34.774,-77.3781,
28547,Camp Lejeune,North Carolina,NC,Onslow,34.6909,-77.3614,
28551,La Grange,North Carolina,NC,Lenoir,35.3054,-77.7686,
28552,Lowland,North Carolina,NC,Pamlico,35.306,-76.5777,
28553,Marshallberg,North Carolina,NC,Carteret,34.7265,-76.5173,
28554,Maury,North Carolina,NC,Greene,35.4999,-77.651,
28555,Maysville,North Carolina,NC,Jones,34.8691,-77.2315,
28556,Merritt,North Carolina,NC,Pamlico,35.1224,-76.6719,
28557,Morehead City,North Carolina,NC,Carteret,34.7253,-76.7531,
28560,New Bern,North Carolina,NC,Craven,35.1204,-76.9842,
28561,New Bern,North Carolina,NC,Craven,35.1037,-77.0758,
28562,New Bern,North Carolina,NC,Craven,35.1004,-77.1029,
28563,New Bern,North Carolina,NC,Craven,35.1109,-77.0634,
28564,New Bern,North Carolina,NC,Craven,35.1109,-77.0634,
28570,Newport,North Carolina,NC,Carteret,34.7551,-76.9069,
28571,Oriental,North Carolina,NC,Pamlico,35.0364,-76.7015,
28572,Pink Hill,North Carolina,NC,Lenoir,35.0573,-77.6943,
28573,Pollocksville,North Carolina,NC,Jones,35.0151,-77.2287,
28574,Richlands,North Carolina,NC,Onslow,34.8624,-77.5863,
28575,Salter Path,North Carolina,NC,Carteret,34.8739,-76.5871,
28577,Sealevel,North Carolina,NC,Carteret,34.8769,-76.3898,
28578,Seven Springs,North Carolina,NC,Wayne,35.2105,-77.9146,
28579,Smyrna,North Carolina,NC,Carteret,34.8739,-76.5871,
28580,Snow Hill,North Carolina,NC,Greene,35.4438,-77.6956,
28581,Stacy,North Carolina,NC,Carteret,34.8412,-76.4289,
28582,Stella,North Carolina,NC,Carteret,34.7777,-77.1308,
28583,Stonewall,North Carolina,NC,Pamlico,35.1371,-76.7406,
28584,Swansboro,North Carolina,NC,Onslow,34.6991,-77.135,
28585,Trenton,North Carolina,NC,Jones,35.0745,-77.4595,
28586,Vanceboro,North Carolina,NC,Craven,35.3063,-77.1716,
28587,Vandemere,North Carolina,NC,Pamlico,35.1913,-76.6604,
28589,Williston,North Carolina,NC,Carteret,34.8739,-76.5871,
28590,Winterville,North Carolina,NC,Pitt,35.5336,-77.391,
28594,Emerald Isle,North Carolina,NC,Carteret,34.6662,-77.026,
28601,Hickory,North Carolina,NC,Catawba,35.7576,-81.3289,
28602,Hickory,North Carolina,NC,Catawba,35.6884,-81.3612,
28603,Hickory,North Carolina,NC,Catawba,35.6799,-81.2872,
28604,Banner Elk,North Carolina,NC,Avery,36.1705,-81.8412,
28605,Blowing Rock,North Carolina,NC,Watauga,36.1355,-81.6996,
28606,Boomer,North Carolina,NC,Wilkes,36.0552,-81.3137,
28607,Boone,North Carolina,NC,Watauga,36.2142,-81.666,
28608,Boone,North Carolina,NC,Watauga,36.2213,-81.7134,
28609,Catawba,North Carolina,NC,Catawba,35.6757,-81.0503,
28610,Claremont,North Carolina,NC,Catawba,35.7211,-81.1297,
28611,Collettsville,North Carolina,NC,Caldwell,35.9946,-81.7266,
28612,Connellys Springs,North Carolina,NC,Burke,35.6895,-81.5387,
28613,Conover,North Carolina,NC,Catawba,35.7313,-81.2165,
28614,Cranberry,North Carolina,NC,,36.1429,-81.9671,
28615,Creston,North Carolina,NC,Ashe,36.45,-81.6506,
28616,Crossnore,North Carolina,NC,Avery,36.0591,-81.8892,
28617,Crumpler,North Carolina,NC,Ashe,36.4641,-81.4039,
28618,Deep Gap,North Carolina,NC,Watauga,36.2136,-81.5163,
28619,Drexel,North Carolina,NC,Burke,35.7179,-81.6406,
28621,Elkin,North Carolina,NC,Surry,36.2872,-80.8554,
28622,Elk Park,North Carolina,NC,Avery,36.1646,-81.9639,
28623,Ennice,North Carolina,NC,Alleghany,36.5253,-80.9771,
28624,Ferguson,North Carolina,NC,Wilkes,36.1283,-81.3864,
28625,Statesville,North Carolina,NC,Iredell,35.8651,-80.8858,
28626,Fleetwood,North Carolina,NC,Ashe,36.2814,-81.514,
28627,Glade Valley,North Carolina,NC,Alleghany,36.4429,-81.0168,
28628,Glen Alpine,North Carolina,NC,Burke,35.7212,-81.818,
28629,Glendale Springs,North Carolina,NC,Ashe,36.3405,-81.3653,
28630,Granite Falls,North Carolina,NC,Caldwell,35.8197,-81.4571,
28631,Grassy Creek,North Carolina,NC,Ashe,36.5415,-81.4468,
28633,Lenoir,North Carolina,NC,Caldwell,35.9376,-81.5398,
28634,Harmony,North Carolina,NC,Iredell,35.958,-80.7585,
28635,Hays,North Carolina,NC,Wilkes,36.31,-81.1161,
28636,Hiddenite,North Carolina,NC,Alexander,35.9504,-81.0487,
28637,Hildebran,North Carolina,NC,Burke,35.718,-81.4194,
28638,Hudson,North Carolina,NC,Caldwell,35.8403,-81.4897,
28640,Jefferson,North Carolina,NC,Ashe,36.409,-81.4396,
28641,Jonas Ridge,North Carolina,NC,Burke,35.9384,-81.8845,
28642,Jonesville,North Carolina,NC,Yadkin,36.2286,-80.787,
28643,Lansing,North Carolina,NC,Ashe,36.5176,-81.5269,
28644,Laurel Springs,North Carolina,NC,Ashe,36.4449,-81.2606,
28645,Lenoir,North Carolina,NC,Caldwell,35.9149,-81.5398,
28646,Linville,North Carolina,NC,Avery,36.041,-81.9177,
28647,Linville Falls,North Carolina,NC,Burke,35.7792,-81.6755,
28648,Longisland,North Carolina,NC,,35.6658,-80.9904,
28649,Mc Grady,North Carolina,NC,Wilkes,36.3103,-81.1912,
28650,Maiden,North Carolina,NC,Catawba,35.5759,-81.1745,
28651,Millers Creek,North Carolina,NC,Wilkes,36.2119,-81.2485,
28652,Minneapolis,North Carolina,NC,Avery,36.0865,-81.9343,
28653,Montezuma,North Carolina,NC,Avery,36.0651,-81.9017,
28654,Moravian Falls,North Carolina,NC,Wilkes,36.0788,-81.1781,
28655,Morganton,North Carolina,NC,Burke,35.7346,-81.7042,
28656,North Wilkesboro,North Carolina,NC,Wilkes,36.2384,-81.046,
28657,Newland,North Carolina,NC,Avery,36.059,-81.9303,
28658,Newton,North Carolina,NC,Catawba,35.6498,-81.2425,
28659,North Wilkesboro,North Carolina,NC,Wilkes,36.2017,-81.1286,
28660,Olin,North Carolina,NC,Iredell,35.9593,-80.8511,
28661,Patterson,North Carolina,NC,Caldwell,35.9973,-81.5626,
28662,Pineola,North Carolina,NC,Avery,36.0856,-81.876,
28663,Piney Creek,North Carolina,NC,Alleghany,36.5276,-81.3019,
28664,Plumtree,North Carolina,NC,Avery,36.0441,-82.0037,
28665,Purlear,North Carolina,NC,Wilkes,36.1964,-81.3528,
28666,Icard,North Carolina,NC,Burke,35.73,-81.4954,
28667,Rhodhiss,North Carolina,NC,Caldwell,35.7772,-81.4302,
28668,Roaring Gap,North Carolina,NC,Alleghany,36.3836,-81.0188,
28669,Roaring River,North Carolina,NC,Wilkes,36.1916,-81.0004,
28670,Ronda,North Carolina,NC,Wilkes,36.2059,-80.927,
28671,Rutherford College,North Carolina,NC,Burke,35.7486,-81.5637,
28672,Scottville,North Carolina,NC,Ashe,36.4833,-81.3276,
28673,Sherrills Ford,North Carolina,NC,Catawba,35.5962,-81.0339,
28674,North Wilkesboro,North Carolina,NC,Wilkes,36.2162,-81.2072,
28675,Sparta,North Carolina,NC,Alleghany,36.5089,-81.1384,
28676,State Road,North Carolina,NC,Surry,36.3422,-80.8653,
28677,Statesville,North Carolina,NC,Iredell,35.799,-80.894,
28678,Stony Point,North Carolina,NC,Alexander,35.8661,-81.0641,
28679,Sugar Grove,North Carolina,NC,Watauga,36.2627,-81.8441,
28680,Morganton,North Carolina,NC,Burke,35.7507,-81.6953,
28681,Taylorsville,North Carolina,NC,Alexander,35.901,-81.2124,
28682,Terrell,North Carolina,NC,Catawba,35.5836,-80.9631,
28683,Thurmond,North Carolina,NC,Wilkes,36.3562,-80.9317,
28684,Todd,North Carolina,NC,Ashe,36.3245,-81.5874,
28685,Traphill,North Carolina,NC,Wilkes,36.3301,-81.0151,
28686,Triplett,North Carolina,NC,,36.1833,-81.4895,
28687,Statesville,North Carolina,NC,Iredell,35.5298,-80.947,
28688,Turnersburg,North Carolina,NC,Iredell,35.5298,-80.947,
28689,Union Grove,North Carolina,NC,Iredell,36.0369,-80.8967,
28690,Valdese,North Carolina,NC,Burke,35.7447,-81.567,
28691,Valle Crucis,North Carolina,NC,Watauga,36.2092,-81.7789,
28692,Vilas,North Carolina,NC,Watauga,36.2574,-81.7652,
28693,Warrensville,North Carolina,NC,Ashe,36.4572,-81.5465,
28694,West Jefferson,North Carolina,NC,Ashe,36.3776,-81.4872,
28695,Whitehead,North Carolina,NC,,36.4671,-81.1529,
28696,Millers Creek,North Carolina,NC,,36.2443,-81.2982,
28697,Wilkesboro,North Carolina,NC,Wilkes,36.1359,-81.1573,
28698,Zionville,North Carolina,NC,Watauga,36.3194,-81.7476,
28699,Scotts,North Carolina,NC,Iredell,35.831,-81.0076,
28701,Alexander,North Carolina,NC,Buncombe,35.7064,-82.6311,
28702,Almond,North Carolina,NC,Swain,35.4099,-83.4794,
28703,Aquone,North Carolina,NC,,35.2354,-83.5749,
28704,Arden,North Carolina,NC,Buncombe,35.4637,-82.5354,
28705,Bakersville,North Carolina,NC,Mitchell,36.0286,-82.1711,
28707,Balsam,North Carolina,NC,Jackson,35.4301,-83.0928,
28708,Balsam Grove,North Carolina,NC,Transylvania,35.2298,-82.878,
28709,Barnardsville,North Carolina,NC,Buncombe,35.7748,-82.4567,
